都道府県_digital,市,区,町域名,e,original_address_digital,normalized_address,都道府県_ken_all,市区町村,住所,original_address_ken_all,_merge
,,,,,,奈良県五條市大塔町飛養曽,奈良県,五條市,大塔町飛養曽,奈良県五條市大塔町飛養曽,right_only
,,,,,,奈良県五條市大沢町,奈良県,五條市,大沢町,奈良県五條市大沢町,right_only
,,,,,,奈良県五條市大津町,奈良県,五條市,大津町,奈良県五條市大津町,right_only
,,,,,,奈良県五條市大深町,奈良県,五條市,大深町,奈良県五條市大深町,right_only
,,,,,,奈良県五條市大野新田町,奈良県,五條市,大野新田町,奈良県五條市大野新田町,right_only
,,,,,,奈良県五條市大野町,奈良県,五條市,大野町,奈良県五條市大野町,right_only
,,,,,,奈良県五條市宇野町,奈良県,五條市,宇野町,奈良県五條市宇野町,right_only
,,,,,,奈良県五條市小和町,奈良県,五條市,小和町,奈良県五條市小和町,right_only
,,,,,,奈良県五條市小山町,奈良県,五條市,小山町,奈良県五條市小山町,right_only
,,,,,,奈良県五條市小島町,奈良県,五條市,小島町,奈良県五條市小島町,right_only
,,,,,,奈良県五條市居伝町,奈良県,五條市,居伝町,奈良県五條市居伝町,right_only
,,,,,,奈良県五條市山田町,奈良県,五條市,山田町,奈良県五條市山田町,right_only
,,,,,,奈良県五條市山陰町,奈良県,五條市,山陰町,奈良県五條市山陰町,right_only
,,,,,,奈良県五條市岡口,奈良県,五條市,岡口,奈良県五條市岡口,right_only
,,,,,,奈良県五條市岡町,奈良県,五條市,岡町,奈良県五條市岡町,right_only
,,,,,,奈良県五條市島野町,奈良県,五條市,島野町,奈良県五條市島野町,right_only
,,,,,,奈良県五條市御山町,奈良県,五條市,御山町,奈良県五條市御山町,right_only
,,,,,,奈良県五條市新町,奈良県,五條市,新町,奈良県五條市新町,right_only
,,,,,,奈良県五條市木ノ原町,奈良県,五條市,木ノ原町,奈良県五條市木ノ原町,right_only
,,,,,,奈良県五條市本町,奈良県,五條市,本町,奈良県五條市本町,right_only
,,,,,,奈良県五條市東阿田町,奈良県,五條市,東阿田町,奈良県五條市東阿田町,right_only
,,,,,,奈良県五條市樫辻町,奈良県,五條市,樫辻町,奈良県五條市樫辻町,right_only
,,,,,,奈良県五條市湯谷市塚町,奈良県,五條市,湯谷市塚町,奈良県五條市湯谷市塚町,right_only
,,,,,,奈良県五條市滝町,奈良県,五條市,滝町,奈良県五條市滝町,right_only
,,,,,,奈良県五條市火打町,奈良県,五條市,火打町,奈良県五條市火打町,right_only
,,,,,,奈良県五條市牧町,奈良県,五條市,牧町,奈良県五條市牧町,right_only
,,,,,,奈良県五條市犬飼町,奈良県,五條市,犬飼町,奈良県五條市犬飼町,right_only
,,,,,,奈良県五條市生子町,奈良県,五條市,生子町,奈良県五條市生子町,right_only
,,,,,,奈良県五條市田園,奈良県,五條市,田園,奈良県五條市田園,right_only
,,,,,,奈良県五條市田殿町,奈良県,五條市,田殿町,奈良県五條市田殿町,right_only
,,,,,,奈良県五條市畑田町,奈良県,五條市,畑田町,奈良県五條市畑田町,right_only
,,,,,,奈良県五條市相谷町,奈良県,五條市,相谷町,奈良県五條市相谷町,right_only
,,,,,,奈良県五條市表野町,奈良県,五條市,表野町,奈良県五條市表野町,right_only
,,,,,,奈良県五條市西久留野町,奈良県,五條市,西久留野町,奈良県五條市西久留野町,right_only
,,,,,,奈良県五條市西吉野町八ツ川,奈良県,五條市,西吉野町八ツ川,奈良県五條市西吉野町八ツ川,right_only
,,,,,,奈良県五條市西吉野町勢井,奈良県,五條市,西吉野町勢井,奈良県五條市西吉野町勢井,right_only
,,,,,,奈良県五條市西吉野町北曽木,奈良県,五條市,西吉野町北曽木,奈良県五條市西吉野町北曽木,right_only
,,,,,,奈良県五條市西吉野町十日市,奈良県,五條市,西吉野町十日市,奈良県五條市西吉野町十日市,right_only
,,,,,,奈良県五條市西吉野町南山,奈良県,五條市,西吉野町南山,奈良県五條市西吉野町南山,right_only
,,,,,,奈良県五條市西吉野町向加名生,奈良県,五條市,西吉野町向加名生,奈良県五條市西吉野町向加名生,right_only
,,,,,,奈良県五條市西吉野町和田,奈良県,五條市,西吉野町和田,奈良県五條市西吉野町和田,right_only
,,,,,,奈良県五條市西吉野町唐戸,奈良県,五條市,西吉野町唐戸,奈良県五條市西吉野町唐戸,right_only
,,,,,,奈良県五條市西吉野町城戸,奈良県,五條市,西吉野町城戸,奈良県五條市西吉野町城戸,right_only
,,,,,,奈良県五條市西吉野町夜中,奈良県,五條市,西吉野町夜中,奈良県五條市西吉野町夜中,right_only
,,,,,,奈良県五條市西吉野町大峯,奈良県,五條市,西吉野町大峯,奈良県五條市西吉野町大峯,right_only
,,,,,,奈良県五條市西吉野町大日川,奈良県,五條市,西吉野町大日川,奈良県五條市西吉野町大日川,right_only
,,,,,,奈良県五條市西吉野町奥谷,奈良県,五條市,西吉野町奥谷,奈良県五條市西吉野町奥谷,right_only
,,,,,,奈良県五條市西吉野町宗川野,奈良県,五條市,西吉野町宗川野,奈良県五條市西吉野町宗川野,right_only
,,,,,,奈良県五條市西吉野町小古田,奈良県,五條市,西吉野町小古田,奈良県五條市西吉野町小古田,right_only
,,,,,,奈良県五條市西吉野町尼ケ生,奈良県,五條市,西吉野町尼ケ生,奈良県五條市西吉野町尼ケ生,right_only
,,,,,,奈良県五條市西吉野町屋那瀬,奈良県,五條市,西吉野町屋那瀬,奈良県五條市西吉野町屋那瀬,right_only
,,,,,,奈良県五條市西吉野町川岸,奈良県,五條市,西吉野町川岸,奈良県五條市西吉野町川岸,right_only
,,,,,,奈良県五條市西吉野町川股,奈良県,五條市,西吉野町川股,奈良県五條市西吉野町川股,right_only
,,,,,,奈良県五條市西吉野町平沼田,奈良県,五條市,西吉野町平沼田,奈良県五條市西吉野町平沼田,right_only
,,,,,,奈良県五條市西吉野町平雄,奈良県,五條市,西吉野町平雄,奈良県五條市西吉野町平雄,right_only
,,,,,,奈良県五條市西吉野町本谷,奈良県,五條市,西吉野町本谷,奈良県五條市西吉野町本谷,right_only
,,,,,,奈良県五條市西吉野町桧川迫,奈良県,五條市,西吉野町桧川迫,奈良県五條市西吉野町桧川迫,right_only
,,,,,,奈良県五條市西吉野町永谷,奈良県,五條市,西吉野町永谷,奈良県五條市西吉野町永谷,right_only
,,,,,,奈良県五條市西吉野町江出,奈良県,五條市,西吉野町江出,奈良県五條市西吉野町江出,right_only
,,,,,,奈良県五條市西吉野町津越,奈良県,五條市,西吉野町津越,奈良県五條市西吉野町津越,right_only
,,,,,,奈良県五條市西吉野町湯塩,奈良県,五條市,西吉野町湯塩,奈良県五條市西吉野町湯塩,right_only
,,,,,,奈良県五條市西吉野町湯川,奈良県,五條市,西吉野町湯川,奈良県五條市西吉野町湯川,right_only
,,,,,,奈良県五條市西吉野町滝,奈良県,五條市,西吉野町滝,奈良県五條市西吉野町滝,right_only
,,,,,,奈良県五條市西吉野町百谷,奈良県,五條市,西吉野町百谷,奈良県五條市西吉野町百谷,right_only
,,,,,,奈良県五條市西吉野町神野,奈良県,五條市,西吉野町神野,奈良県五條市西吉野町神野,right_only
,,,,,,奈良県五條市西吉野町立川渡,奈良県,五條市,西吉野町立川渡,奈良県五條市西吉野町立川渡,right_only
,,,,,,奈良県五條市西吉野町老野,奈良県,五條市,西吉野町老野,奈良県五條市西吉野町老野,right_only
,,,,,,奈良県五條市西吉野町茄子原,奈良県,五條市,西吉野町茄子原,奈良県五條市西吉野町茄子原,right_only
,,,,,,奈良県五條市西吉野町西新子,奈良県,五條市,西吉野町西新子,奈良県五條市西吉野町西新子,right_only
,,,,,,奈良県五條市西吉野町西日裏,奈良県,五條市,西吉野町西日裏,奈良県五條市西吉野町西日裏,right_only
,,,,,,奈良県五條市西吉野町西野,奈良県,五條市,西吉野町西野,奈良県五條市西吉野町西野,right_only
,,,,,,奈良県五條市西吉野町賀名生,奈良県,五條市,西吉野町賀名生,奈良県五條市西吉野町賀名生,right_only
,,,,,,奈良県五條市西吉野町赤松,奈良県,五條市,西吉野町赤松,奈良県五條市西吉野町赤松,right_only
,,,,,,奈良県五條市西吉野町阪巻,奈良県,五條市,西吉野町阪巻,奈良県五條市西吉野町阪巻,right_only
,,,,,,奈良県五條市西吉野町陰地,奈良県,五條市,西吉野町陰地,奈良県五條市西吉野町陰地,right_only
,,,,,,奈良県五條市西吉野町鹿場,奈良県,五條市,西吉野町鹿場,奈良県五條市西吉野町鹿場,right_only
,,,,,,奈良県五條市西吉野町黒淵,奈良県,五條市,西吉野町黒淵,奈良県五條市西吉野町黒淵,right_only
,,,,,,奈良県五條市西河内町,奈良県,五條市,西河内町,奈良県五條市西河内町,right_only
,,,,,,奈良県五條市西阿田町,奈良県,五條市,西阿田町,奈良県五條市西阿田町,right_only
,,,,,,奈良県五條市車谷町,奈良県,五條市,車谷町,奈良県五條市車谷町,right_only
,,,,,,奈良県五條市近内町,奈良県,五條市,近内町,奈良県五條市近内町,right_only
,,,,,,奈良県五條市野原中,奈良県,五條市,野原中,奈良県五條市野原中,right_only
,,,,,,奈良県五條市野原東,奈良県,五條市,野原東,奈良県五條市野原東,right_only
,,,,,,奈良県五條市野原町,奈良県,五條市,野原町,奈良県五條市野原町,right_only
,,,,,,奈良県五條市野原西,奈良県,五條市,野原西,奈良県五條市野原西,right_only
,,,,,,奈良県五條市釜窪町,奈良県,五條市,釜窪町,奈良県五條市釜窪町,right_only
,,,,,,奈良県五條市阪合部新田町,奈良県,五條市,阪合部新田町,奈良県五條市阪合部新田町,right_only
,,,,,,奈良県五條市霊安寺町,奈良県,五條市,霊安寺町,奈良県五條市霊安寺町,right_only
,,,,,,奈良県五條市須恵,奈良県,五條市,須恵,奈良県五條市須恵,right_only
,,,,,,奈良県五條市黒駒町,奈良県,五條市,黒駒町,奈良県五條市黒駒町,right_only
,,,,,,奈良県北葛城郡上牧町,奈良県,北葛城郡上牧町,,奈良県北葛城郡上牧町,right_only
,,,,,,奈良県北葛城郡上牧町上牧,奈良県,北葛城郡上牧町,上牧,奈良県北葛城郡上牧町上牧,right_only
,,,,,,奈良県北葛城郡上牧町下牧,奈良県,北葛城郡上牧町,下牧,奈良県北葛城郡上牧町下牧,right_only
,,,,,,奈良県北葛城郡上牧町中筋出作,奈良県,北葛城郡上牧町,中筋出作,奈良県北葛城郡上牧町中筋出作,right_only
,,,,,,奈良県北葛城郡上牧町友が丘,奈良県,北葛城郡上牧町,友が丘,奈良県北葛城郡上牧町友が丘,right_only
,,,,,,奈良県北葛城郡上牧町桜ケ丘,奈良県,北葛城郡上牧町,桜ケ丘,奈良県北葛城郡上牧町桜ケ丘,right_only
,,,,,,奈良県北葛城郡上牧町緑ケ丘,奈良県,北葛城郡上牧町,緑ケ丘,奈良県北葛城郡上牧町緑ケ丘,right_only
,,,,,,奈良県北葛城郡広陵町,奈良県,北葛城郡広陵町,,奈良県北葛城郡広陵町,right_only
,,,,,,奈良県北葛城郡広陵町三吉,奈良県,北葛城郡広陵町,三吉,奈良県北葛城郡広陵町三吉,right_only
,,,,,,奈良県北葛城郡広陵町中,奈良県,北葛城郡広陵町,中,奈良県北葛城郡広陵町中,right_only
,,,,,,奈良県北葛城郡広陵町南,奈良県,北葛城郡広陵町,南,奈良県北葛城郡広陵町南,right_only
,,,,,,奈良県北葛城郡広陵町南郷,奈良県,北葛城郡広陵町,南郷,奈良県北葛城郡広陵町南郷,right_only
,,,,,,奈良県北葛城郡広陵町古寺,奈良県,北葛城郡広陵町,古寺,奈良県北葛城郡広陵町古寺,right_only
,,,,,,奈良県北葛城郡広陵町大場,奈良県,北葛城郡広陵町,大場,奈良県北葛城郡広陵町大場,right_only
,,,,,,奈良県北葛城郡広陵町大塚,奈良県,北葛城郡広陵町,大塚,奈良県北葛城郡広陵町大塚,right_only
,,,,,,奈良県北葛城郡広陵町大野,奈良県,北葛城郡広陵町,大野,奈良県北葛城郡広陵町大野,right_only
,,,,,,奈良県北葛城郡広陵町安部,奈良県,北葛城郡広陵町,安部,奈良県北葛城郡広陵町安部,right_only
,,,,,,奈良県北葛城郡広陵町寺戸,奈良県,北葛城郡広陵町,寺戸,奈良県北葛城郡広陵町寺戸,right_only
,,,,,,奈良県北葛城郡広陵町平尾,奈良県,北葛城郡広陵町,平尾,奈良県北葛城郡広陵町平尾,right_only
,,,,,,奈良県北葛城郡広陵町広瀬,奈良県,北葛城郡広陵町,広瀬,奈良県北葛城郡広陵町広瀬,right_only
,,,,,,奈良県北葛城郡広陵町弁財天,奈良県,北葛城郡広陵町,弁財天,奈良県北葛城郡広陵町弁財天,right_only
,,,,,,奈良県北葛城郡広陵町沢,奈良県,北葛城郡広陵町,沢,奈良県北葛城郡広陵町沢,right_only
,,,,,,奈良県北葛城郡広陵町疋相,奈良県,北葛城郡広陵町,疋相,奈良県北葛城郡広陵町疋相,right_only
,,,,,,奈良県北葛城郡広陵町百済,奈良県,北葛城郡広陵町,百済,奈良県北葛城郡広陵町百済,right_only
,,,,,,奈良県北葛城郡広陵町的場,奈良県,北葛城郡広陵町,的場,奈良県北葛城郡広陵町的場,right_only
,,,,,,奈良県北葛城郡広陵町笠,奈良県,北葛城郡広陵町,笠,奈良県北葛城郡広陵町笠,right_only
,,,,,,奈良県北葛城郡広陵町萱野,奈良県,北葛城郡広陵町,萱野,奈良県北葛城郡広陵町萱野,right_only
,,,,,,奈良県北葛城郡河合町,奈良県,北葛城郡河合町,,奈良県北葛城郡河合町,right_only
,,,,,,奈良県北葛城郡河合町中山台,奈良県,北葛城郡河合町,中山台,奈良県北葛城郡河合町中山台,right_only
,,,,,,奈良県北葛城郡河合町佐味田,奈良県,北葛城郡河合町,佐味田,奈良県北葛城郡河合町佐味田,right_only
,,,,,,奈良県北葛城郡河合町城内,奈良県,北葛城郡河合町,城内,奈良県北葛城郡河合町城内,right_only
,,,,,,奈良県北葛城郡河合町大輪田,奈良県,北葛城郡河合町,大輪田,奈良県北葛城郡河合町大輪田,right_only
,,,,,,奈良県北葛城郡河合町山坊,奈良県,北葛城郡河合町,山坊,奈良県北葛城郡河合町山坊,right_only
,,,,,,奈良県北葛城郡河合町川合,奈良県,北葛城郡河合町,川合,奈良県北葛城郡河合町川合,right_only
,,,,,,奈良県北葛城郡河合町星和台,奈良県,北葛城郡河合町,星和台,奈良県北葛城郡河合町星和台,right_only
,,,,,,奈良県北葛城郡河合町泉台,奈良県,北葛城郡河合町,泉台,奈良県北葛城郡河合町泉台,right_only
,,,,,,奈良県北葛城郡河合町穴闇,奈良県,北葛城郡河合町,穴闇,奈良県北葛城郡河合町穴闇,right_only
,,,,,,奈良県北葛城郡河合町薬井,奈良県,北葛城郡河合町,薬井,奈良県北葛城郡河合町薬井,right_only
,,,,,,奈良県北葛城郡河合町西山台,奈良県,北葛城郡河合町,西山台,奈良県北葛城郡河合町西山台,right_only
,,,,,,奈良県北葛城郡河合町西穴闇,奈良県,北葛城郡河合町,西穴闇,奈良県北葛城郡河合町西穴闇,right_only
,,,,,,奈良県北葛城郡河合町長楽,奈良県,北葛城郡河合町,長楽,奈良県北葛城郡河合町長楽,right_only
,,,,,,奈良県北葛城郡河合町高塚台,奈良県,北葛城郡河合町,高塚台,奈良県北葛城郡河合町高塚台,right_only
,,,,,,奈良県北葛城郡王寺町,奈良県,北葛城郡王寺町,,奈良県北葛城郡王寺町,right_only
,,,,,,奈良県北葛城郡王寺町元町,奈良県,北葛城郡王寺町,元町,奈良県北葛城郡王寺町元町,right_only
,,,,,,奈良県北葛城郡王寺町太子,奈良県,北葛城郡王寺町,太子,奈良県北葛城郡王寺町太子,right_only
,,,,,,奈良県北葛城郡王寺町明神,奈良県,北葛城郡王寺町,明神,奈良県北葛城郡王寺町明神,right_only
,,,,,,奈良県北葛城郡王寺町本町,奈良県,北葛城郡王寺町,本町,奈良県北葛城郡王寺町本町,right_only
,,,,,,奈良県北葛城郡王寺町畠田,奈良県,北葛城郡王寺町,畠田,奈良県北葛城郡王寺町畠田,right_only
,,,,,,奈良県北葛城郡王寺町舟戸,奈良県,北葛城郡王寺町,舟戸,奈良県北葛城郡王寺町舟戸,right_only
,,,,,,奈良県北葛城郡王寺町藤井,奈良県,北葛城郡王寺町,藤井,奈良県北葛城郡王寺町藤井,right_only
,,,,,,奈良県吉野郡上北山村,奈良県,吉野郡上北山村,,奈良県吉野郡上北山村,right_only
,,,,,,奈良県吉野郡上北山村東ノ川,奈良県,吉野郡上北山村,東ノ川,奈良県吉野郡上北山村東ノ川,right_only
,,,,,,奈良県吉野郡上北山村河合,奈良県,吉野郡上北山村,河合,奈良県吉野郡上北山村河合,right_only
,,,,,,奈良県吉野郡上北山村白川,奈良県,吉野郡上北山村,白川,奈良県吉野郡上北山村白川,right_only
,,,,,,奈良県吉野郡上北山村西原,奈良県,吉野郡上北山村,西原,奈良県吉野郡上北山村西原,right_only
,,,,,,奈良県吉野郡下北山村,奈良県,吉野郡下北山村,,奈良県吉野郡下北山村,right_only
,,,,,,奈良県吉野郡下北山村上桑原,奈良県,吉野郡下北山村,上桑原,奈良県吉野郡下北山村上桑原,right_only
,,,,,,奈良県吉野郡下北山村上池原,奈良県,吉野郡下北山村,上池原,奈良県吉野郡下北山村上池原,right_only
,,,,,,奈良県吉野郡下北山村下桑原,奈良県,吉野郡下北山村,下桑原,奈良県吉野郡下北山村下桑原,right_only
,,,,,,奈良県吉野郡下北山村下池原,奈良県,吉野郡下北山村,下池原,奈良県吉野郡下北山村下池原,right_only
,,,,,,奈良県吉野郡下北山村佐田,奈良県,吉野郡下北山村,佐田,奈良県吉野郡下北山村佐田,right_only
,,,,,,奈良県吉野郡下北山村前鬼,奈良県,吉野郡下北山村,前鬼,奈良県吉野郡下北山村前鬼,right_only
,,,,,,奈良県吉野郡下北山村寺垣内,奈良県,吉野郡下北山村,寺垣内,奈良県吉野郡下北山村寺垣内,right_only
,,,,,,奈良県吉野郡下北山村池峰,奈良県,吉野郡下北山村,池峰,奈良県吉野郡下北山村池峰,right_only
,,,,,,奈良県吉野郡下北山村浦向,奈良県,吉野郡下北山村,浦向,奈良県吉野郡下北山村浦向,right_only
,,,,,,奈良県吉野郡下市町,奈良県,吉野郡下市町,,奈良県吉野郡下市町,right_only
,,,,,,奈良県吉野郡下市町よ邑,奈良県,吉野郡下市町,よ邑,奈良県吉野郡下市町よ邑,right_only
,,,,,,奈良県吉野郡下市町下市,奈良県,吉野郡下市町,下市,奈良県吉野郡下市町下市,right_only
,,,,,,奈良県吉野郡下市町丹生,奈良県,吉野郡下市町,丹生,奈良県吉野郡下市町丹生,right_only
,,,,,,奈良県吉野郡下市町原谷,奈良県,吉野郡下市町,原谷,奈良県吉野郡下市町原谷,right_only
,,,,,,奈良県吉野郡下市町善城,奈良県,吉野郡下市町,善城,奈良県吉野郡下市町善城,right_only
,,,,,,奈良県吉野郡下市町大峯,奈良県,吉野郡下市町,大峯,奈良県吉野郡下市町大峯,right_only
,,,,,,奈良県吉野郡下市町小路,奈良県,吉野郡下市町,小路,奈良県吉野郡下市町小路,right_only
,,,,,,奈良県吉野郡下市町平原,奈良県,吉野郡下市町,平原,奈良県吉野郡下市町平原,right_only
,,,,,,奈良県吉野郡下市町広橋,奈良県,吉野郡下市町,広橋,奈良県吉野郡下市町広橋,right_only
,,,,,,奈良県吉野郡下市町才谷,奈良県,吉野郡下市町,才谷,奈良県吉野郡下市町才谷,right_only
,,,,,,奈良県吉野郡下市町新住,奈良県,吉野郡下市町,新住,奈良県吉野郡下市町新住,right_only
,,,,,,奈良県吉野郡下市町栃原,奈良県,吉野郡下市町,栃原,奈良県吉野郡下市町栃原,right_only
,,,,,,奈良県吉野郡下市町栃本,奈良県,吉野郡下市町,栃本,奈良県吉野郡下市町栃本,right_only
,,,,,,奈良県吉野郡下市町栄町,奈良県,吉野郡下市町,栄町,奈良県吉野郡下市町栄町,right_only
,,,,,,奈良県吉野郡下市町梨子堂,奈良県,吉野郡下市町,梨子堂,奈良県吉野郡下市町梨子堂,right_only
,,,,,,奈良県吉野郡下市町田中,奈良県,吉野郡下市町,田中,奈良県吉野郡下市町田中,right_only
,,,,,,奈良県吉野郡下市町立石,奈良県,吉野郡下市町,立石,奈良県吉野郡下市町立石,right_only
,,,,,,奈良県吉野郡下市町西山,奈良県,吉野郡下市町,西山,奈良県吉野郡下市町西山,right_only
,,,,,,奈良県吉野郡下市町谷,奈良県,吉野郡下市町,谷,奈良県吉野郡下市町谷,right_only
,,,,,,奈良県吉野郡下市町貝原,奈良県,吉野郡下市町,貝原,奈良県吉野郡下市町貝原,right_only
,,,,,,奈良県吉野郡下市町長谷,奈良県,吉野郡下市町,長谷,奈良県吉野郡下市町長谷,right_only
,,,,,,奈良県吉野郡下市町阿知賀,奈良県,吉野郡下市町,阿知賀,奈良県吉野郡下市町阿知賀,right_only
,,,,,,奈良県吉野郡下市町黒木,奈良県,吉野郡下市町,黒木,奈良県吉野郡下市町黒木,right_only
,,,,,,奈良県吉野郡十津川村,奈良県,吉野郡十津川村,,奈良県吉野郡十津川村,right_only
,,,,,,奈良県吉野郡十津川村三浦,奈良県,吉野郡十津川村,三浦,奈良県吉野郡十津川村三浦,right_only
,,,,,,奈良県吉野郡十津川村上湯川,奈良県,吉野郡十津川村,上湯川,奈良県吉野郡十津川村上湯川,right_only
,,,,,,奈良県吉野郡十津川村上葛川,奈良県,吉野郡十津川村,上葛川,奈良県吉野郡十津川村上葛川,right_only
,,,,,,奈良県吉野郡十津川村五百瀬,奈良県,吉野郡十津川村,五百瀬,奈良県吉野郡十津川村五百瀬,right_only
,,,,,,奈良県吉野郡十津川村今西,奈良県,吉野郡十津川村,今西,奈良県吉野郡十津川村今西,right_only
,,,,,,奈良県吉野郡十津川村内野,奈良県,吉野郡十津川村,内野,奈良県吉野郡十津川村内野,right_only
,,,,,,奈良県吉野郡十津川村出谷,奈良県,吉野郡十津川村,出谷,奈良県吉野郡十津川村出谷,right_only
,,,,,,奈良県吉野郡十津川村大野,奈良県,吉野郡十津川村,大野,奈良県吉野郡十津川村大野,right_only
,,,,,,奈良県吉野郡十津川村小原,奈良県,吉野郡十津川村,小原,奈良県吉野郡十津川村小原,right_only
,,,,,,奈良県吉野郡十津川村小川,奈良県,吉野郡十津川村,小川,奈良県吉野郡十津川村小川,right_only
,,,,,,奈良県吉野郡十津川村小森,奈良県,吉野郡十津川村,小森,奈良県吉野郡十津川村小森,right_only
,,,,,,奈良県吉野郡十津川村山崎,奈良県,吉野郡十津川村,山崎,奈良県吉野郡十津川村山崎,right_only
,,,,,,奈良県吉野郡十津川村山手,奈良県,吉野郡十津川村,山手,奈良県吉野郡十津川村山手,right_only
,,,,,,奈良県吉野郡十津川村川津,奈良県,吉野郡十津川村,川津,奈良県吉野郡十津川村川津,right_only
,,,,,,奈良県吉野郡十津川村平谷,奈良県,吉野郡十津川村,平谷,奈良県吉野郡十津川村平谷,right_only
,,,,,,奈良県吉野郡十津川村折立,奈良県,吉野郡十津川村,折立,奈良県吉野郡十津川村折立,right_only
,,,,,,奈良県吉野郡十津川村旭,奈良県,吉野郡十津川村,旭,奈良県吉野郡十津川村旭,right_only
,,,,,,奈良県吉野郡十津川村杉清,奈良県,吉野郡十津川村,杉清,奈良県吉野郡十津川村杉清,right_only
,,,,,,奈良県吉野郡十津川村東中,奈良県,吉野郡十津川村,東中,奈良県吉野郡十津川村東中,right_only
,,,,,,奈良県吉野郡十津川村林,奈良県,吉野郡十津川村,林,奈良県吉野郡十津川村林,right_only
,,,,,,奈良県吉野郡十津川村桑畑,奈良県,吉野郡十津川村,桑畑,奈良県吉野郡十津川村桑畑,right_only
,,,,,,奈良県吉野郡十津川村樫原,奈良県,吉野郡十津川村,樫原,奈良県吉野郡十津川村樫原,right_only
,,,,,,奈良県吉野郡十津川村永井,奈良県,吉野郡十津川村,永井,奈良県吉野郡十津川村永井,right_only
,,,,,,奈良県吉野郡十津川村滝川,奈良県,吉野郡十津川村,滝川,奈良県吉野郡十津川村滝川,right_only
,,,,,,奈良県吉野郡十津川村猿飼,奈良県,吉野郡十津川村,猿飼,奈良県吉野郡十津川村猿飼,right_only
,,,,,,奈良県吉野郡十津川村玉置川,奈良県,吉野郡十津川村,玉置川,奈良県吉野郡十津川村玉置川,right_only
,,,,,,奈良県吉野郡十津川村神下,奈良県,吉野郡十津川村,神下,奈良県吉野郡十津川村神下,right_only
,,,,,,奈良県吉野郡十津川村竹筒,奈良県,吉野郡十津川村,竹筒,奈良県吉野郡十津川村竹筒,right_only
,,,,,,奈良県吉野郡十津川村西中,奈良県,吉野郡十津川村,西中,奈良県吉野郡十津川村西中,right_only
,,,,,,奈良県吉野郡十津川村谷垣内,奈良県,吉野郡十津川村,谷垣内,奈良県吉野郡十津川村谷垣内,right_only
,,,,,,奈良県吉野郡十津川村谷瀬,奈良県,吉野郡十津川村,谷瀬,奈良県吉野郡十津川村谷瀬,right_only
,,,,,,奈良県吉野郡十津川村込之上,奈良県,吉野郡十津川村,込之上,奈良県吉野郡十津川村込之上,right_only
,,,,,,奈良県吉野郡十津川村野尻,奈良県,吉野郡十津川村,野尻,奈良県吉野郡十津川村野尻,right_only
,,,,,,奈良県吉野郡十津川村高津,奈良県,吉野郡十津川村,高津,奈良県吉野郡十津川村高津,right_only
,,,,,,奈良県吉野郡十津川村高滝,奈良県,吉野郡十津川村,高滝,奈良県吉野郡十津川村高滝,right_only
,,,,,,奈良県吉野郡吉野町,奈良県,吉野郡吉野町,,奈良県吉野郡吉野町,right_only
,,,,,,奈良県吉野郡吉野町三津,奈良県,吉野郡吉野町,三津,奈良県吉野郡吉野町三津,right_only
,,,,,,奈良県吉野郡吉野町三茶屋,奈良県,吉野郡吉野町,三茶屋,奈良県吉野郡吉野町三茶屋,right_only
,,,,,,奈良県吉野郡吉野町上市,奈良県,吉野郡吉野町,上市,奈良県吉野郡吉野町上市,right_only
,,,,,,奈良県吉野郡吉野町丹治,奈良県,吉野郡吉野町,丹治,奈良県吉野郡吉野町丹治,right_only
,,,,,,奈良県吉野郡吉野町佐々羅,奈良県,吉野郡吉野町,佐々羅,奈良県吉野郡吉野町佐々羅,right_only
,,,,,,奈良県吉野郡吉野町入野,奈良県,吉野郡吉野町,入野,奈良県吉野郡吉野町入野,right_only
,,,,,,奈良県吉野郡吉野町六田,奈良県,吉野郡吉野町,六田,奈良県吉野郡吉野町六田,right_only
,,,,,,奈良県吉野郡吉野町千股,奈良県,吉野郡吉野町,千股,奈良県吉野郡吉野町千股,right_only
,,,,,,奈良県吉野郡吉野町南国栖,奈良県,吉野郡吉野町,南国栖,奈良県吉野郡吉野町南国栖,right_only
,,,,,,奈良県吉野郡吉野町南大野,奈良県,吉野郡吉野町,南大野,奈良県吉野郡吉野町南大野,right_only
,,,,,,奈良県吉野郡吉野町吉野山,奈良県,吉野郡吉野町,吉野山,奈良県吉野郡吉野町吉野山,right_only
,,,,,,奈良県吉野郡吉野町喜佐谷,奈良県,吉野郡吉野町,喜佐谷,奈良県吉野郡吉野町喜佐谷,right_only
,,,,,,奈良県吉野郡吉野町国栖,奈良県,吉野郡吉野町,国栖,奈良県吉野郡吉野町国栖,right_only
,,,,,,奈良県吉野郡吉野町宮滝,奈良県,吉野郡吉野町,宮滝,奈良県吉野郡吉野町宮滝,right_only
,,,,,,奈良県吉野郡吉野町小名,奈良県,吉野郡吉野町,小名,奈良県吉野郡吉野町小名,right_only
,,,,,,奈良県吉野郡吉野町山口,奈良県,吉野郡吉野町,山口,奈良県吉野郡吉野町山口,right_only
,,,,,,奈良県吉野郡吉野町峰寺,奈良県,吉野郡吉野町,峰寺,奈良県吉野郡吉野町峰寺,right_only
,,,,,,奈良県吉野郡吉野町左曽,奈良県,吉野郡吉野町,左曽,奈良県吉野郡吉野町左曽,right_only
